node_id,x,y,parent_id
0,-45.0,-45.0,-1
1,-43.67817701860097,-43.49907228493662,0
2,-43.318551205419446,-41.53167062932749,1
3,-41.6417869461516,-40.44150476174498,2
4,-39.73035793558653,-39.852913955182174,3
5,-40.106260617188916,-37.88855727322135,4
6,-38.49994009606612,-36.69703119989363,5
7,-37.117453436092205,-35.25178705616076,6
8,-35.805352930337875,-33.7423526379765,7
9,-33.83910949185389,-33.376447266850754,8
10,-32.79539411580492,-31.670382140954633,9
11,-30.849412540132366,-32.13207003027271,10
12,-29.125368695506268,-31.11832804051059,11
13,-28.009869237802285,-29.458309679207886,12
14,-28.377566999911796,-27.492400638651926,13
15,-27.679149395756447,-25.618310766152234,14
16,-28.060157680884746,-23.654937982734985,15
17,-26.648621036475742,-22.238052559882956,16
18,-25.756183265037617,-20.448204850129258,17
19,-26.289876228251682,-30.47890952591425,13
20,-24.25305414581014,-19.128885764035818,18
21,-23.699795257975563,-17.20693243394894,20
22,-21.862659749396858,-16.416405316691556,21
23,-22.66480735938637,-14.584313831042405,22
24,-22.214316730627772,-12.63570966564588,23
25,-22.98557102784808,-10.790400258251227,24
26,-38.60684748410554,-33.91698168842266,7
27,-22.884675028844722,-8.792946880225818,25
28,-46.99574177234177,-44.86955929266482,0
29,-24.97188871114802,-10.556857840241209,25
30,-21.24377424525566,-7.64951143455483,27
31,-24.541954691254595,-31.4509024788217,19
32,-19.760459800234266,-6.307953289265974,30
33,-18.510102757043164,-4.746989720010622,32
34,-26.20719246773649,-8.983954591799522,29
35,-22.614071159091004,-31.983129015563755,31
36,-18.846136529362898,-2.775421485365782,33
37,-17.01467358783042,-1.9718398194517335,36
38,-15.01735614067494,-1.8682878262873377,37
39,-20.616277645396472,-31.889208428682878,35
40,-17.685852125563493,-8.782300145713506e-2,37
41,-18.679977403145696,-31.388467605642077,39
42,-16.679999131315814,-31.39779027738144,41
43,-13.35795422965417,-0.7518715519072927,38
44,-12.091364241050535,0.7959494328222216,43
45,-11.299676872930107,2.6325852462481034,44
46,-9.811424888464273,3.968663848252308,45
47,-10.381151910833808,5.885800024944497,46
48,-8.458632865165347,6.437089893382174,47
49,-6.762915175951285,7.4975339128789695,48
50,-5.100773168745372,6.385201252259181,49
51,-3.4648713265475832,5.234625238823353,50
52,-14.702718937300117,-31.09718582905565,42
53,-6.662643062236244,9.495018707116742,49
54,-7.871265806637057,11.088515196512638,53
55,-16.41594890113658,-33.38028302035487,42
56,-1.7777258658060011,4.160595353625053,51
57,-13.022213780051727,3.6488856957234956,45
58,-12.704058131616527,-31.17036358403775,52
59,0.13843993384285347,4.733577576958435,56
60,-8.585909602062202,12.956477788659587,54
61,-9.980135246832617,14.390400677613007,60
62,-11.626254765698514,15.526310238101303,61
63,1.5502757388090012,3.316990248264722,59
64,-28.160786000920957,-9.41229126674089,34
65,2.664977270525123,1.656435974779591,63
66,4.431117074117054,0.7179530531618057,65
67,5.655986742204702,-0.8630891019368048,66
68,5.877348236654635,2.0994071510257917,66
69,-14.43400022950383,-29.115320481439852,52
70,-8.4161931375731,15.637030165024921,61
71,-29.837048745203965,-8.321354416080503,64
72,-7.885322288027082,17.565287445862282,70
73,7.877347718423496,2.097967385668126,68
74,-13.273847285881281,-27.486196438463402,69
75,-30.709122296651852,-6.521496721465434,71
76,-31.688173171175105,-4.777518686886084,75
77,8.941442243550172,3.7913966996920188,73
78,-13.506893094619763,16.206897834074294,62
79,6.565063916416778,-2.644543196581566,67
80,5.73924609891123,-4.466087852166592,79
81,9.40798000026552,5.7362212474492225,77
82,4.982999835129293,-6.317598475553847,80
83,-29.904686501372357,-22.881818696731475,16
84,-11.388073118344414,-26.819971409625072,74
85,-9.445025398465264,-26.346087923657862,84
86,6.494641772520272,-7.627155138367964,82
87,8.53399136853785,-2.9957193465177827,79
88,-7.942991564922464,19.56445583659438,72
89,11.391698523860033,5.990899120748041,81
90,-33.59312299533181,-5.38675276952209,76
91,10.312641854813094,-3.9102697539163223,87
92,7.712084211025172,-9.213923523774998,86
93,8.74048946696827,-10.929260991898577,92
94,-18.389813349895068,-7.764431338593377,32
95,-32.54480849186644,-2.9702622226995383,76
96,10.567196144648124,-11.743596741893525,93
97,12.523973193239689,7.6395209916090305,89
98,-6.493463968706401,8.296280250074187,49
99,-2.522846078446063,2.3045792252696904,56
100,-20.89711129446433,-33.86939338508246,39
101,-35.07340781967373,-6.731653077657608,90
102,12.519261845891458,-11.308350262264604,96
103,13.351300223789837,9.460380674429505,97
104,-37.07118370648884,-6.637358294874459,101
105,14.969051449700963,10.636340270275829,103
106,14.495334033619224,-11.616795895867677,102
107,15.735075470711816,-13.186203799873386,106
108,16.1281681796388,-15.147192867203556,107
