x,y
0.0,0.0
-3.6837367492126027,3.3808406591409432
-7.668267590242089,6.401356174228534
-9.717795566037424,10.961995940361382
-7.052432407486322,14.620077122005949
-2.3302461651845654,12.976618241164685
2.255871502145115,14.968482880493012
6.7766564402143805,12.832481114640263
11.753311193444194,12.349876237794724
14.421017297978079,16.578746552646276
14.370309059919792,21.578489413493525
14.491321674837693,25.998496729346822
18.903813770011215,28.350073542897928
23.5025978134571,30.312517254637843
28.42716577459487,31.17775155593167
