node_id,x,y,parent_id
0,23.0,49.0,-1
1,23.244568930153637,48.03036809128231,0
2,22.619306418219875,47.24995359169233,1
3,22.640496324076718,46.25017812295459,2
4,22.675180028878014,45.25077978364175,3
5,22.45589440232627,44.27511907725463,4
6,21.94558276106043,43.41512952569684,5
7,22.104962866886254,42.4279122335737,6
8,23.435327251539494,44.07334867833035,5
9,21.49088501647214,41.63866677515738,7
10,20.674904853701797,41.0605868724058,9
11,19.67580276212482,41.01821930690441,10
12,19.321435126567014,40.08311312102541,11
13,18.62865949219804,39.36195993312102,12
14,18.09495518133936,38.51628877447195,13
15,17.506273711076986,37.70792367962326,14
16,16.506742373991667,37.677311489495246,15
17,17.806866166404983,36.75417099899799,15
18,17.26892979136527,35.91118555641364,17
19,17.189352444949282,34.914356862034616,18
20,17.210786837993727,33.91458660502813,19
21,16.98097587946517,32.94135131829619,20
22,16.233443671282586,32.27712575590818,21
23,24.381378414395122,43.74933139906964,8
24,15.607795141316869,31.497020688015567,22
25,15.707549013146123,30.50200854484591,24
26,15.94267727963798,29.53004419452408,25
27,15.027143989672904,29.127801985195266,26
28,14.057991501005615,28.881340114493124,27
29,25.210958137396734,43.19094310837528,23
30,13.56213952094793,28.012933059090606,28
31,25.9507424594741,42.51809902776779,29
32,12.95896084591823,27.21532696207942,30
33,12.730678316097357,26.241732032666484,32
34,12.938314769226091,25.26352596882711,33
35,12.027736510508218,27.57977344256754,32
36,13.406904264302806,24.38010993710494,34
37,11.0279549619327,27.558872362979617,35
38,14.287403053608392,23.90606154080832,36
39,14.113151782583614,22.92136031985536,38
40,10.035927305761387,27.432852009896266,37
41,16.798786612090893,29.013249447175557,26
42,9.090637583550764,27.759084045544153,40
43,13.89103600968551,21.946340020871858,39
44,13.6731812980337,20.970358809674067,43
45,13.264397835797539,20.057727404887768,44
46,13.514455479670975,19.089496453750353,45
47,13.560636088128831,18.090563347179916,46
48,14.012208960983138,17.198329106354052,47
49,13.809304561275487,16.219130554180246,48
50,12.959754018704933,15.69162332615576,49
51,15.647122945766704,38.188246356790664,16
52,12.123457480982617,15.143345931953093,50
53,11.997250001799621,14.15134206492521,52
54,10.99897369394928,14.092652941702154,53
55,10.582139757975096,13.183670285200794,54
56,15.080529606829709,39.012243922486235,51
57,11.0611638281532,12.305868519316261,55
58,8.212658310863448,28.237782694729056,42
59,7.400979713730859,28.821887013286,58
60,11.272561550255345,11.328468394960824,57
61,6.420438907247147,29.018202389200038,59
62,11.702556075499729,10.425636900018464,60
63,11.295938229571345,9.512038559732886,62
64,11.775412932200707,8.63448285806006,63
65,14.990374912500027,16.99050376792522,48
66,15.875001826633776,16.52420426890104,65
67,26.6257699113013,41.78030641511863,31
68,14.152944991828704,39.38585706734792,56
69,11.978143087226176,7.6552482159832245,64
70,11.946950058787632,6.655734836894764,69
71,27.602809087100233,41.567246684164736,67
72,9.587679542295954,13.078556635129097,55
73,8.606817802512603,12.883851094814554,72
74,7.7586939379206825,12.354053104718645,73
75,6.7595845979656035,12.396249393827125,74
76,11.357752652895375,5.8477457176055045,70
77,28.536349944933416,41.20877567172986,71
78,5.799907173406768,12.11514578162671,75
79,5.460075625597139,29.29695383270918,61
80,10.5569374637895,5.24883417747848,76
81,17.68544118493021,28.550817107840246,41
82,12.911158115542055,6.390588041157271,70
83,4.911553162323626,11.65598660335354,78
84,10.294072576454692,4.2840015230733455,80
85,10.74216236305014,3.3900129643384775,84
86,10.020495500640218,2.697772442771429,85
87,23.89610888248736,49.44383428295621,0
88,10.254936791911238,1.7256421629492351,86
89,4.060806293021078,11.130410952878831,83
90,9.607354405449508,0.9636467215294514,88
91,4.472830316118547,29.45616029901165,79
92,8.89553291132206,0.2612863008776536,90
93,3.5699240539112145,29.88599780513086,91
94,2.5707392445664756,29.845628054391998,93
95,3.060915271111135,11.115648016047347,89
96,9.483638007774678,-0.547498216485567,92
97,10.14830851696782,-1.2946348266238537,96
98,4.127973955560464,10.132669250277905,89
99,10.01773461349977,-2.286073405524794,97
100,7.962513791040523,-9.854049243972385e-2,92
101,2.0610518709931602,11.132176207252765,95
102,1.1499631686443652,11.54438656186845,101
103,0.17843294212312188,11.307470925078512,102
104,7.187254956565476,-0.7301841732981578,100
105,-0.7157740748736584,10.85981725229818,103
106,29.38528265468229,40.680274721571365,77
107,6.620507523389698,-1.554075760212763,104
108,-1.56044306237425,11.395106241120784,105
109,13.891527072018052,6.193416265341954,82
110,5.719647257620637,-1.988184941823216,107
111,-2.442224134706013,10.923447317238868,108
112,10.964623787195123,-2.607633497480449,99
113,30.058475188907384,39.94080747289595,106
